SCOUT
Scattergun, Pistol, Bat, (not applicable)
Dragon's Fury, Panic Attack, Postal Pummeler, (not applicable)
Dragon's Fury, Panic Attack, Homewrecker, (not applicable)
Dragon's Fury, Panic Attack, Maul, (not applicable)
Dragon's Fury, Panic Attack, Powerjack, (not applicable)
Dragon's Fury, Panic Attack, Back Scratcher, (not applicable)
Dragon's Fury, Panic Attack, Sharpened Volcano Fragment, (not applicable)
Dragon's Fury, Panic Attack, Third Degree, (not applicable)
Dragon's Fury, Panic Attack, Lollichop, (not applicable)
Dragon's Fury, Panic Attack, Neon Annihilator, (not applicable)
Dragon's Fury, Panic Attack, Hot Hand, (not applicable)
Dragon's Fury, Reserve Shooter, Frying Pan, (not applicable)
Dragon's Fury, Reserve Shooter, Conscientious Objector, (not applicable)
Dragon's Fury, Reserve Shooter, Freedom Staff, (not applicable)
Dragon's Fury, Reserve Shooter, Bat Outta Hell, (not applicable)
Dragon's Fury, Reserve Shooter, Memory Maker, (not applicable)
Dragon's Fury, Reserve Shooter, Ham Shank, (not applicable)
Dragon's Fury, Reserve Shooter, Necro Smasher, (not applicable)
Dragon's Fury, Reserve Shooter, Crossing Guard, (not applicable)
Dragon's Fury, Reserve Shooter, Prinny Machete, (not applicable)
Dragon's Fury, Reserve Shooter, Saxxy, (not applicable)
Dragon's Fury, Reserve Shooter, Golden Frying Pan, (not applicable)
Dragon's Fury, Reserve Shooter, Fire Axe, (not applicable)
Dragon's Fury, Reserve Shooter, Axtinguisher, (not applicable)
Dragon's Fury, Reserve Shooter, Postal Pummeler, (not applicable)
Dragon's Fury, Reserve Shooter, Homewrecker, (not applicable)
Dragon's Fury, Reserve Shooter, Maul, (not applicable)
Dragon's Fury, Reserve Shooter, Powerjack, (not applicable)
Dragon's Fury, Reserve Shooter, Back Scratcher, (not applicable)
Dragon's Fury, Reserve Shooter, Sharpened Volcano Fragment, (not applicable)
Dragon's Fury, Reserve Shooter, Third Degree, (not applicable)
Dragon's Fury, Reserve Shooter, Lollichop, (not applicable)
Dragon's Fury, Reserve Shooter, Neon Annihilator, (not applicable)
Dragon's Fury, Reserve Shooter, Hot Hand, (not applicable)
Dragon's Fury, Thermal Thruster, Frying Pan, (not applicable)
Dragon's Fury, Thermal Thruster, Conscientious Objector, (not applicable)
Dragon's Fury, Thermal Thruster, Freedom Staff, (not applicable)
Dragon's Fury, Thermal Thruster, Bat Outta Hell, (not applicable)
Dragon's Fury, Thermal Thruster, Memory Maker, (not applicable)
Dragon's Fury, Thermal Thruster, Ham Shank, (not applicable)
Dragon's Fury, Thermal Thruster, Necro Smasher, (not applicable)
Dragon's Fury, Thermal Thruster, Crossing Guard, (not applicable)
Dragon's Fury, Thermal Thruster, Prinny Machete, (not applicable)
Dragon's Fury, Thermal Thruster, Saxxy, (not applicable)
Dragon's Fury, Thermal Thruster, Golden Frying Pan, (not applicable)
Dragon's Fury, Thermal Thruster, Fire Axe, (not applicable)
Dragon's Fury, Thermal Thruster, Axtinguisher, (not applicable)
Dragon's Fury, Thermal Thruster, Postal Pummeler, (not applicable)
Dragon's Fury, Thermal Thruster, Homewrecker, (not applicable)
Dragon's Fury, Thermal Thruster, Maul, (not applicable)
Dragon's Fury, Thermal Thruster, Powerjack, (not applicable)
Dragon's Fury, Thermal Thruster, Back Scratcher, (not applicable)
Dragon's Fury, Thermal Thruster, Sharpened Volcano Fragment, (not applicable)
Dragon's Fury, Thermal Thruster, Third Degree, (not applicable)
Dragon's Fury, Thermal Thruster, Lollichop, (not applicable)
Dragon's Fury, Thermal Thruster, Neon Annihilator, (not applicable)
Dragon's Fury, Thermal Thruster, Hot Hand, (not applicable)
Dragon's Fury, Flare Gun, Frying Pan, (not applicable)
Dragon's Fury, Flare Gun, Conscientious Objector, (not applicable)
Dragon's Fury, Flare Gun, Freedom Staff, (not applicable)
Dragon's Fury, Flare Gun, Bat Outta Hell, (not applicable)
Dragon's Fury, Flare Gun, Memory Maker, (not applicable)
Dragon's Fury, Flare Gun, Ham Shank, (not applicable)
Dragon's Fury, Flare Gun, Necro Smasher, (not applicable)
Dragon's Fury, Flare Gun, Crossing Guard, (not applicable)
Dragon's Fury, Flare Gun, Prinny Machete, (not applicable)
Dragon's Fury, Flare Gun, Saxxy, (not applicable)
Dragon's Fury, Flare Gun, Golden Frying Pan, (not applicable)
Dragon's Fury, Flare Gun, Fire Axe, (not applicable)
Dragon's Fury, Flare Gun, Axtinguisher, (not applicable)
Dragon's Fury, Flare Gun, Postal Pummeler, (not applicable)
Dragon's Fury, Flare Gun, Homewrecker, (not applicable)
Dragon's Fury, Flare Gun, Maul, (not applicable)
Dragon's Fury, Flare Gun, Powerjack, (not applicable)
Dragon's Fury, Flare Gun, Back Scratcher, (not applicable)
Dragon's Fury, Flare Gun, Sharpened Volcano Fragment, (not applicable)
Dragon's Fury, Flare Gun, Third Degree, (not applicable)
Dragon's Fury, Flare Gun, Lollichop, (not applicable)
Dragon's Fury, Flare Gun, Neon Annihilator, (not applicable)
Dragon's Fury, Flare Gun, Hot Hand, (not applicable)
Dragon's Fury, Detonator, Frying Pan, (not applicable)
Dragon's Fury, Detonator, Conscientious Objector, (not applicable)
Dragon's Fury, Detonator, Freedom Staff, (not applicable)
Dragon's Fury, Detonator, Bat Outta Hell, (not applicable)
Dragon's Fury, Detonator, Memory Maker, (not applicable)
Dragon's Fury, Detonator, Ham Shank, (not applicable)
Dragon's Fury, Detonator, Necro Smasher, (not applicable)
Dragon's Fury, Detonator, Crossing Guard, (not applicable)
Dragon's Fury, Detonator, Prinny Machete, (not applicable)
Dragon's Fury, Detonator, Saxxy, (not applicable)
Dragon's Fury, Detonator, Golden Frying Pan, (not applicable)
Dragon's Fury, Detonator, Fire Axe, (not applicable)
Dragon's Fury, Detonator, Axtinguisher, (not applicable)
Dragon's Fury, Detonator, Postal Pummeler, (not applicable)
Dragon's Fury, Detonator, Homewrecker, (not applicable)
Dragon's Fury, Detonator, Maul, (not applicable)
Dragon's Fury, Detonator, Powerjack, (not applicable)
Dragon's Fury, Detonator, Back Scratcher, (not applicable)
Dragon's Fury, Detonator, Sharpened Volcano Fragment, (not applicable)
Dragon's Fury, Detonator, Third Degree, (not applicable)
Dragon's Fury, Detonator, Lollichop, (not applicable)
Dragon's Fury, Detonator, Neon Annihilator, (not applicable)
Dragon's Fury, Detonator, Hot Hand, (not applicable)
Dragon's Fury, Scorch Shot, Frying Pan, (not applicable)
Dragon's Fury, Scorch Shot, Conscientious Objector, (not applicable)
Dragon's Fury, Scorch Shot, Freedom Staff, (not applicable)
Dragon's Fury, Scorch Shot, Bat Outta Hell, (not applicable)
Dragon's Fury, Scorch Shot, Memory Maker, (not applicable)
Dragon's Fury, Scorch Shot, Ham Shank, (not applicable)
Dragon's Fury, Scorch Shot, Necro Smasher, (not applicable)
Dragon's Fury, Scorch Shot, Crossing Guard, (not applicable)
Dragon's Fury, Scorch Shot, Prinny Machete, (not applicable)
Dragon's Fury, Scorch Shot, Saxxy, (not applicable)
Dragon's Fury, Scorch Shot, Golden Frying Pan, (not applicable)
Dragon's Fury, Scorch Shot, Fire Axe, (not applicable)
Dragon's Fury, Scorch Shot, Axtinguisher, (not applicable)
Dragon's Fury, Scorch Shot, Postal Pummeler, (not applicable)
Dragon's Fury, Scorch Shot, Homewrecker, (not applicable)
Dragon's Fury, Scorch Shot, Maul, (not applicable)
Dragon's Fury, Scorch Shot, Powerjack, (not applicable)
Dragon's Fury, Scorch Shot, Back Scratcher, (not applicable)
Dragon's Fury, Scorch Shot, Sharpened Volcano Fragment, (not applicable)
Dragon's Fury, Scorch Shot, Third Degree, (not applicable)
Dragon's Fury, Scorch Shot, Lollichop, (not applicable)
Dragon's Fury, Scorch Shot, Neon Annihilator, (not applicable)
Dragon's Fury, Scorch Shot, Hot Hand, (not applicable)
Dragon's Fury, Manmelter, Frying Pan, (not applicable)
Dragon's Fury, Manmelter, Conscientious Objector, (not applicable)
Dragon's Fury, Manmelter, Freedom Staff, (not applicable)
Dragon's Fury, Manmelter, Bat Outta Hell, (not applicable)
Dragon's Fury, Manmelter, Memory Maker, (not applicable)
Dragon's Fury, Manmelter, Ham Shank, (not applicable)
Dragon's Fury, Manmelter, Necro Smasher, (not applicable)
Dragon's Fury, Manmelter, Crossing Guard, (not applicable)
Dragon's Fury, Manmelter, Prinny Machete, (not applicable)
Dragon's Fury, Manmelter, Saxxy, (not applicable)
Dragon's Fury, Manmelter, Golden Frying Pan, (not applicable)
Dragon's Fury, Manmelter, Fire Axe, (not applicable)
Dragon's Fury, Manmelter, Axtinguisher, (not applicable)
Dragon's Fury, Manmelter, Postal Pummeler, (not applicable)
Dragon's Fury, Manmelter, Homewrecker, (not applicable)
Dragon's Fury, Manmelter, Maul, (not applicable)
Dragon's Fury, Manmelter, Powerjack, (not applicable)
Dragon's Fury, Manmelter, Back Scratcher, (not applicable)
Dragon's Fury, Manmelter, Sharpened Volcano Fragment, (not applicable)
Dragon's Fury, Manmelter, Third Degree, (not applicable)
Dragon's Fury, Manmelter, Lollichop, (not applicable)
Dragon's Fury, Manmelter, Neon Annihilator, (not applicable)
Dragon's Fury, Manmelter, Hot Hand, (not applicable)
Dragon's Fury, Gas Passer, Frying Pan, (not applicable)
Dragon's Fury, Gas Passer, Conscientious Objector, (not applicable)
Dragon's Fury, Gas Passer, Freedom Staff, (not applicable)
Dragon's Fury, Gas Passer, Bat Outta Hell, (not applicable)
Dragon's Fury, Gas Passer, Memory Maker, (not applicable)
Dragon's Fury, Gas Passer, Ham Shank, (not applicable)
Dragon's Fury, Gas Passer, Necro Smasher, (not applicable)
Dragon's Fury, Gas Passer, Crossing Guard, (not applicable)
Dragon's Fury, Gas Passer, Prinny Machete, (not applicable)
Dragon's Fury, Gas Passer, Saxxy, (not applicable)
Dragon's Fury, Gas Passer, Golden Frying Pan, (not applicable)
Dragon's Fury, Gas Passer, Fire Axe, (not applicable)
Dragon's Fury, Gas Passer, Axtinguisher, (not applicable)
Dragon's Fury, Gas Passer, Postal Pummeler, (not applicable)
Dragon's Fury, Gas Passer, Homewrecker, (not applicable)
Dragon's Fury, Gas Passer, Maul, (not applicable)
Dragon's Fury, Gas Passer, Powerjack, (not applicable)
Dragon's Fury, Gas Passer, Back Scratcher, (not applicable)
Dragon's Fury, Gas Passer, Sharpened Volcano Fragment, (not applicable)
Dragon's Fury, Gas Passer, Third Degree, (not applicable)
Dragon's Fury, Gas Passer, Lollichop, (not applicable)
Dragon's Fury, Gas Passer, Neon Annihilator, (not applicable)
Dragon's Fury, Gas Passer, Hot Hand, (not applicable)

DEMOMAN
Grenade Launcher, Stickybomb Launcher, Frying Pan, (not applicable)
Grenade Launcher, Stickybomb Launcher, Conscientious Objector, (not applicable)
Grenade Launcher, Stickybomb Launcher, Freedom Staff, (not applicable)
Grenade Launcher, Stickybomb Launcher, Bat Outta Hell, (not applicable)
Grenade Launcher, Stickybomb Launcher, Memory Maker, (not applicable)
Grenade Launcher, Stickybomb Launcher, Ham Shank, (not applicable)
Grenade Launcher, Stickybomb Launcher, Necro Smasher, (not applicable)
Grenade Launcher, Stickybomb Launcher, Crossing Guard, (not applicable)
Grenade Launcher, Stickybomb Launcher, Prinny Machete, (not applicable)
Grenade Launcher, Stickybomb Launcher, Saxxy, (not applicable)
Grenade Launcher, Stickybomb Launcher, Golden Frying Pan, (not applicable)
Grenade Launcher, Stickybomb Launcher, Bottle, (not applicable)
Grenade Launcher, Stickybomb Launcher, Scottish Handshake, (not applicable)
Grenade Launcher, Stickybomb Launcher, Eyelander, (not applicable)
Grenade Launcher, Stickybomb Launcher, Horseless Headless Horsemann's Headtaker, (not applicable)
Grenade Launcher, Stickybomb Launcher, Nessie's Nine Iron, (not applicable)
Grenade Launcher, Stickybomb Launcher, Pain Train, (not applicable)
Grenade Launcher, Stickybomb Launcher, Scotsman's Skullcutter, (not applicable)
Grenade Launcher, Stickybomb Launcher, Claidheamh Mòr, (not applicable)
Grenade Launcher, Stickybomb Launcher, Ullapool Caber, (not applicable)
Grenade Launcher, Stickybomb Launcher, Half-Zatoichi, (not applicable)
Grenade Launcher, Stickybomb Launcher, Persian Persuader, (not applicable)
Grenade Launcher, Sticky Jumper, Frying Pan, (not applicable)
Grenade Launcher, Sticky Jumper, Conscientious Objector, (not applicable)
Grenade Launcher, Sticky Jumper, Freedom Staff, (not applicable)
Grenade Launcher, Sticky Jumper, Bat Outta Hell, (not applicable)
Grenade Launcher, Sticky Jumper, Memory Maker, (not applicable)
Grenade Launcher, Sticky Jumper, Ham Shank, (not applicable)
Grenade Launcher, Sticky Jumper, Necro Smasher, (not applicable)
Grenade Launcher, Sticky Jumper, Crossing Guard, (not applicable)
Grenade Launcher, Sticky Jumper, Prinny Machete, (not applicable)
Grenade Launcher, Sticky Jumper, Saxxy, (not applicable)
Grenade Launcher, Sticky Jumper, Golden Frying Pan, (not applicable)
Grenade Launcher, Sticky Jumper, Bottle, (not applicable)
Grenade Launcher, Sticky Jumper, Scottish Handshake, (not applicable)
Grenade Launcher, Sticky Jumper, Eyelander, (not applicable)
Grenade Launcher, Sticky Jumper, Horseless Headless Horsemann's Headtaker, (not applicable)
Grenade Launcher, Sticky Jumper, Nessie's Nine Iron, (not applicable)
Grenade Launcher, Sticky Jumper, Pain Train, (not applicable)
Grenade Launcher, Sticky Jumper, Scotsman's Skullcutter, (not applicable)
Grenade Launcher, Sticky Jumper, Claidheamh Mòr, (not applicable)
Grenade Launcher, Sticky Jumper, Ullapool Caber, (not applicable)
Grenade Launcher, Sticky Jumper, Half-Zatoichi, (not applicable)
Grenade Launcher, Sticky Jumper, Persian Persuader, (not applicable)
Grenade Launcher, Chargin' Targe, Frying Pan, (not applicable)
Grenade Launcher, Chargin' Targe, Conscientious Objector, (not applicable)
Grenade Launcher, Chargin' Targe, Freedom Staff, (not applicable)
Grenade Launcher, Chargin' Targe, Bat Outta Hell, (not applicable)
Grenade Launcher, Chargin' Targe, Memory Maker, (not applicable)
Grenade Launcher, Chargin' Targe, Ham Shank, (not applicable)
Grenade Launcher, Chargin' Targe, Necro Smasher, (not applicable)
Grenade Launcher, Chargin' Targe, Crossing Guard, (not applicable)
Grenade Launcher, Chargin' Targe, Prinny Machete, (not applicable)
Grenade Launcher, Chargin' Targe, Saxxy, (not applicable)
Grenade Launcher, Chargin' Targe, Golden Frying Pan, (not applicable)
Grenade Launcher, Chargin' Targe, Bottle, (not applicable)
Grenade Launcher, Chargin' Targe, Scottish Handshake, (not applicable)
Grenade Launcher, Chargin' Targe, Eyelander, (not applicable)
Grenade Launcher, Chargin' Targe, Horseless Headless Horsemann's Headtaker, (not applicable)
Grenade Launcher, Chargin' Targe, Nessie's Nine Iron, (not applicable)
Grenade Launcher, Chargin' Targe, Pain Train, (not applicable)
Grenade Launcher, Chargin' Targe, Scotsman's Skullcutter, (not applicable)
Grenade Launcher, Chargin' Targe, Claidheamh Mòr, (not applicable)
Grenade Launcher, Chargin' Targe, Ullapool Caber, (not applicable)
Grenade Launcher, Chargin' Targe, Half-Zatoichi, (not applicable)
Grenade Launcher, Chargin' Targe, Persian Persuader, (not applicable)
Grenade Launcher, Splendid Screen, Frying Pan, (not applicable)
Grenade Launcher, Splendid Screen, Conscientious Objector, (not applicable)
Grenade Launcher, Splendid Screen, Freedom Staff, (not applicable)
Grenade Launcher, Splendid Screen, Bat Outta Hell, (not applicable)
Grenade Launcher, Splendid Screen, Memory Maker, (not applicable)
Grenade Launcher, Splendid Screen, Ham Shank, (not applicable)
Grenade Launcher, Splendid Screen, Necro Smasher, (not applicable)
Grenade Launcher, Splendid Screen, Crossing Guard, (not applicable)
Grenade Launcher, Splendid Screen, Prinny Machete, (not applicable)
Grenade Launcher, Splendid Screen, Saxxy, (not applicable)
Grenade Launcher, Splendid Screen, Golden Frying Pan, (not applicable)
Grenade Launcher, Splendid Screen, Bottle, (not applicable)
Grenade Launcher, Splendid Screen, Scottish Handshake, (not applicable)
Grenade Launcher, Splendid Screen, Eyelander, (not applicable)
Grenade Launcher, Splendid Screen, Horseless Headless Horsemann's Headtaker, (not applicable)
Grenade Launcher, Splendid Screen, Nessie's Nine Iron, (not applicable)
Grenade Launcher, Splendid Screen, Pain Train, (not applicable)
Grenade Launcher, Splendid Screen, Scotsman's Skullcutter, (not applicable)
Grenade Launcher, Splendid Screen, Claidheamh Mòr, (not applicable)
Grenade Launcher, Splendid Screen, Ullapool Caber, (not applicable)
Grenade Launcher, Splendid Screen, Half-Zatoichi, (not applicable)
Grenade Launcher, Splendid Screen, Persian Persuader, (not applicable)
Grenade Launcher, Tide Turner, Frying Pan, (not applicable)
Grenade Launcher, Tide Turner, Conscientious Objector, (not applicable)
Grenade Launcher, Tide Turner, Freedom Staff, (not applicable)
Grenade Launcher, Tide Turner, Bat Outta Hell, (not applicable)
Grenade Launcher, Tide Turner, Memory Maker, (not applicable)
Grenade Launcher, Tide Turner, Ham Shank, (not applicable)
Grenade Launcher, Tide Turner, Necro Smasher, (not applicable)
Grenade Launcher, Tide Turner, Crossing Guard, (not applicable)
Grenade Launcher, Tide Turner, Prinny Machete, (not applicable)
Grenade Launcher, Tide Turner, Saxxy, (not applicable)
Grenade Launcher, Tide Turner, Golden Frying Pan, (not applicable)
Grenade Launcher, Tide Turner, Bottle, (not applicable)
Grenade Launcher, Tide Turner, Scottish Handshake, (not applicable)
Grenade Launcher, Tide Turner, Eyelander, (not applicable)
Grenade Launcher, Tide Turner, Horseless Headless Horsemann's Headtaker, (not applicable)
Grenade Launcher, Tide Turner, Nessie's Nine Iron, (not applicable)
Grenade Launcher, Tide Turner, Pain Train, (not applicable)
Grenade Launcher, Tide Turner, Scotsman's Skullcutter, (not applicable)
Grenade Launcher, Tide Turner, Claidheamh Mòr, (not applicable)
Grenade Launcher, Tide Turner, Ullapool Caber, (not applicable)
Grenade Launcher, Tide Turner, Half-Zatoichi, (not applicable)
Grenade Launcher, Tide Turner, Persian Persuader, (not applicable)
Grenade Launcher, Scottish Resistance, Frying Pan, (not applicable)
Grenade Launcher, Scottish Resistance, Conscientious Objector, (not applicable)
Grenade Launcher, Scottish Resistance, Freedom Staff, (not applicable)
Grenade Launcher, Scottish Resistance, Bat Outta Hell, (not applicable)
Grenade Launcher, Scottish Resistance, Memory Maker, (not applicable)
Grenade Launcher, Scottish Resistance, Ham Shank, (not applicable)
Grenade Launcher, Scottish Resistance, Necro Smasher, (not applicable)
Grenade Launcher, Scottish Resistance, Crossing Guard, (not applicable)
Grenade Launcher, Scottish Resistance, Prinny Machete, (not applicable)
Grenade Launcher, Scottish Resistance, Saxxy, (not applicable)
Grenade Launcher, Scottish Resistance, Golden Frying Pan, (not applicable)
Grenade Launcher, Scottish Resistance, Bottle, (not applicable)
Grenade Launcher, Scottish Resistance, Scottish Handshake, (not applicable)
Grenade Launcher, Scottish Resistance, Eyelander, (not applicable)
Grenade Launcher, Scottish Resistance, Horseless Headless Horsemann's Headtaker, (not applicable)
Grenade Launcher, Scottish Resistance, Nessie's Nine Iron, (not applicable)
Grenade Launcher, Scottish Resistance, Pain Train, (not applicable)
Grenade Launcher, Scottish Resistance, Scotsman's Skullcutter, (not applicable)
Grenade Launcher, Scottish Resistance, Claidheamh Mòr, (not applicable)
Grenade Launcher, Scottish Resistance, Ullapool Caber, (not applicable)
Grenade Launcher, Scottish Resistance, Half-Zatoichi, (not applicable)
Grenade Launcher, Scottish Resistance, Persian Persuader, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Frying Pan, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Conscientious Objector, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Freedom Staff, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Bat Outta Hell, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Memory Maker, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Ham Shank, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Necro Smasher, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Crossing Guard, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Prinny Machete, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Saxxy, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Golden Frying Pan, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Bottle, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Scottish Handshake, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Eyelander, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Horseless Headless Horsemann's Headtaker, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Nessie's Nine Iron, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Pain Train, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Scotsman's Skullcutter, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Claidheamh Mòr, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Ullapool Caber, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Half-Zatoichi, (not applicable)
Grenade Launcher, Quickiebomb Launcher, Persian Persuader, (not applicable)
Iron Bomber, Stickybomb Launcher, Frying Pan, (not applicable)
Iron Bomber, Stickybomb Launcher, Conscientious Objector, (not applicable)
Iron Bomber, Stickybomb Launcher, Freedom Staff, (not applicable)
Iron Bomber, Stickybomb Launcher, Bat Outta Hell, (not applicable)
Iron Bomber, Stickybomb Launcher, Memory Maker, (not applicable)
Iron Bomber, Stickybomb Launcher, Ham Shank, (not applicable)
Iron Bomber, Stickybomb Launcher, Necro Smasher, (not applicable)
Iron Bomber, Stickybomb Launcher, Crossing Guard, (not applicable)
Iron Bomber, Stickybomb Launcher, Prinny Machete, (not applicable)
Iron Bomber, Stickybomb Launcher, Saxxy, (not applicable)
Iron Bomber, Stickybomb Launcher, Golden Frying Pan, (not applicable)
Iron Bomber, Stickybomb Launcher, Bottle, (not applicable)
Iron Bomber, Stickybomb Launcher, Scottish Handshake, (not applicable)
Iron Bomber, Stickybomb Launcher, Eyelander, (not applicable)
Iron Bomber, Stickybomb Launcher, Horseless Headless Horsemann's Headtaker, (not applicable)
Iron Bomber, Stickybomb Launcher, Nessie's Nine Iron, (not applicable)
Iron Bomber, Stickybomb Launcher, Pain Train, (not applicable)
Iron Bomber, Stickybomb Launcher, Scotsman's Skullcutter, (not applicable)
Iron Bomber, Stickybomb Launcher, Claidheamh Mòr, (not applicable)
Iron Bomber, Stickybomb Launcher, Ullapool Caber, (not applicable)
Iron Bomber, Stickybomb Launcher, Half-Zatoichi, (not applicable)
Iron Bomber, Stickybomb Launcher, Persian Persuader, (not applicable)
Iron Bomber, Sticky Jumper, Frying Pan, (not applicable)
Iron Bomber, Sticky Jumper, Conscientious Objector, (not applicable)
Iron Bomber, Sticky Jumper, Freedom Staff, (not applicable)
Iron Bomber, Sticky Jumper, Bat Outta Hell, (not applicable)
Iron Bomber, Sticky Jumper, Memory Maker, (not applicable)
Iron Bomber, Sticky Jumper, Ham Shank, (not applicable)
Iron Bomber, Sticky Jumper, Necro Smasher, (not applicable)
Iron Bomber, Sticky Jumper, Crossing Guard, (not applicable)
Iron Bomber, Sticky Jumper, Prinny Machete, (not applicable)
Iron Bomber, Sticky Jumper, Saxxy, (not applicable)
Iron Bomber, Sticky Jumper, Golden Frying Pan, (not applicable)
Iron Bomber, Sticky Jumper, Bottle, (not applicable)
Iron Bomber, Sticky Jumper, Scottish Handshake, (not applicable)
Iron Bomber, Sticky Jumper, Eyelander, (not applicable)
Iron Bomber, Sticky Jumper, Horseless Headless Horsemann's Headtaker, (not applicable)
Iron Bomber, Sticky Jumper, Nessie's Nine Iron, (not applicable)
Iron Bomber, Sticky Jumper, Pain Train, (not applicable)
Iron Bomber, Sticky Jumper, Scotsman's Skullcutter, (not applicable)
Iron Bomber, Sticky Jumper, Claidheamh Mòr, (not applicable)
Iron Bomber, Sticky Jumper, Ullapool Caber, (not applicable)
Iron Bomber, Sticky Jumper, Half-Zatoichi, (not applicable)
Iron Bomber, Sticky Jumper, Persian Persuader, (not applicable)
Iron Bomber, Chargin' Targe, Frying Pan, (not applicable)
Iron Bomber, Chargin' Targe, Conscientious Objector, (not applicable)
Iron Bomber, Chargin' Targe, Freedom Staff, (not applicable)
Iron Bomber, Chargin' Targe, Bat Outta Hell, (not applicable)
Iron Bomber, Chargin' Targe, Memory Maker, (not applicable)
Iron Bomber, Chargin' Targe, Ham Shank, (not applicable)
Iron Bomber, Chargin' Targe, Necro Smasher, (not applicable)
Iron Bomber, Chargin' Targe, Crossing Guard, (not applicable)
Iron Bomber, Chargin' Targe, Prinny Machete, (not applicable)
Iron Bomber, Chargin' Targe, Saxxy, (not applicable)
Iron Bomber, Chargin' Targe, Golden Frying Pan, (not applicable)
Iron Bomber, Chargin' Targe, Bottle, (not applicable)
Iron Bomber, Chargin' Targe, Scottish Handshake, (not applicable)
Iron Bomber, Chargin' Targe, Eyelander, (not applicable)
Iron Bomber, Chargin' Targe, Horseless Headless Horsemann's Headtaker, (not applicable)
Iron Bomber, Chargin' Targe, Nessie's Nine Iron, (not applicable)
Iron Bomber, Chargin' Targe, Pain Train, (not applicable)
Iron Bomber, Chargin' Targe, Scotsman's Skullcutter, (not applicable)
Iron Bomber, Chargin' Targe, Claidheamh Mòr, (not applicable)
Iron Bomber, Chargin' Targe, Ullapool Caber, (not applicable)
Iron Bomber, Chargin' Targe, Half-Zatoichi, (not applicable)
Iron Bomber, Chargin' Targe, Persian Persuader, (not applicable)
Iron Bomber, Splendid Screen, Frying Pan, (not applicable)
Iron Bomber, Splendid Screen, Conscientious Objector, (not applicable)
Iron Bomber, Splendid Screen, Freedom Staff, (not applicable)
Iron Bomber, Splendid Screen, Bat Outta Hell, (not applicable)
Iron Bomber, Splendid Screen, Memory Maker, (not applicable)
Iron Bomber, Splendid Screen, Ham Shank, (not applicable)
Iron Bomber, Splendid Screen, Necro Smasher, (not applicable)
Iron Bomber, Splendid Screen, Crossing Guard, (not applicable)
Iron Bomber, Splendid Screen, Prinny Machete, (not applicable)
Iron Bomber, Splendid Screen, Saxxy, (not applicable)
Iron Bomber, Splendid Screen, Golden Frying Pan, (not applicable)
Iron Bomber, Splendid Screen, Bottle, (not applicable)
Iron Bomber, Splendid Screen, Scottish Handshake, (not applicable)
Iron Bomber, Splendid Screen, Eyelander, (not applicable)
Iron Bomber, Splendid Screen, Horseless Headless Horsemann's Headtaker, (not applicable)
Iron Bomber, Splendid Screen, Nessie's Nine Iron, (not applicable)
Iron Bomber, Splendid Screen, Pain Train, (not applicable)
Iron Bomber, Splendid Screen, Scotsman's Skullcutter, (not applicable)
Iron Bomber, Splendid Screen, Claidheamh Mòr, (not applicable)
Iron Bomber, Splendid Screen, Ullapool Caber, (not applicable)
Iron Bomber, Splendid Screen, Half-Zatoichi, (not applicable)
Iron Bomber, Splendid Screen, Persian Persuader, (not applicable)
Iron Bomber, Tide Turner, Frying Pan, (not applicable)
Iron Bomber, Tide Turner, Conscientious Objector, (not applicable)
Iron Bomber, Tide Turner, Freedom Staff, (not applicable)
Iron Bomber, Tide Turner, Bat Outta Hell, (not applicable)
Iron Bomber, Tide Turner, Memory Maker, (not applicable)
Iron Bomber, Tide Turner, Ham Shank, (not applicable)
Iron Bomber, Tide Turner, Necro Smasher, (not applicable)
Iron Bomber, Tide Turner, Crossing Guard, (not applicable)
Iron Bomber, Tide Turner, Prinny Machete, (not applicable)
Iron Bomber, Tide Turner, Saxxy, (not applicable)
Iron Bomber, Tide Turner, Golden Frying Pan, (not applicable)
Iron Bomber, Tide Turner, Bottle, (not applicable)
Iron Bomber, Tide Turner, Scottish Handshake, (not applicable)
Iron Bomber, Tide Turner, Eyelander, (not applicable)
Iron Bomber, Tide Turner, Horseless Headless Horsemann's Headtaker, (not applicable)
